iteracion,mejor_makespan
543,7720
544,7720
545,7720
546,7720
547,7720
548,7720
549,7720
550,7720
551,7720
552,7720
553,7720
554,7720
555,7720
556,7720
557,7720
558,7720
559,7720
560,7720
561,7720
562,7720
563,7720
564,7720
565,7720
566,7720
567,7720
568,7720
569,7720
570,7720
571,7720
572,7720
573,7720
574,7720
575,7720
576,7720
577,7720
578,7720
579,7720
580,7720
581,7720
582,7720
583,7720
584,7720
585,7720
586,7720
587,7720
588,7720
589,7720
590,7720
591,7720
592,7720
593,7720
594,7720
595,7720
596,7720
597,7720
598,7720
599,7720
600,7720
601,7720
602,7720
603,7720
604,7720
605,7720
606,7720
607,7720
608,7720
609,7720
610,7720
611,7720
612,7720
613,7720
614,7720
615,7720
616,7720
617,7720
618,7720
619,7720
620,7720
621,7720
622,7720
623,7720
624,7720
625,7720
626,7720
627,7720
628,7720
629,7720
630,7720
631,7720
632,7720
633,7720
634,7720
635,7720
636,7720
637,7720
638,7720
639,7720
640,7720
641,7720
642,7720
643,7720
644,7720
645,7720
646,7720
647,7720
648,7720
649,7720
650,7720
651,7720
652,7720
653,7720
654,7720
655,7720
656,7720
657,7720
658,7720
659,7720
660,7720
661,7720
662,7720
663,7720
664,7720
665,7720
666,7720
667,7720
668,7720
669,7720
670,7720
671,7720
672,7720
673,7720
674,7720
675,7720
676,7720
677,7720
678,7720
679,7720
680,7720
681,7720
682,7720
683,7720
684,7720
685,7720
686,7720
687,7720
688,7720
689,7720
690,7720
691,7720
692,7720
693,7720
694,7720
695,7720
696,7720
697,7720
698,7720
699,7720
700,7720
701,7720
702,7720
703,7720
704,7720
705,7720
706,7720
707,7720
708,7720
709,7720
710,7720
711,7720
712,7720
713,7720
714,7720
715,7720
716,7720
717,7720
718,7720
719,7720
720,7720
721,7720
722,7720
723,7720
724,7720
725,7720
726,7720
727,7720
728,7720
729,7720
730,7720
731,7720
732,7720
733,7720
734,7720
735,7720
736,7720
737,7720
738,7720
739,7720
740,7720
741,7720
742,7720
743,7720
744,7720
745,7720
746,7720
747,7720
748,7720
749,7720
750,7720
